|2018-12-11|bcouetil|- Added reveal plugins and background - Fixed reveal css following change in structure in asciidoc-reveal master (from previous version : 1.1.3) - Implemented Zenika layout in HTML and PDF - Reported back reveal-js enhancements
|2018-08-23|bcouetil|Initial commit
