|2018-12-18|bcouetil|Moved Gerrit plugin configuration from Jenkins to Gerrit page + Enhanced HTML CSS + Cropped some images + Improved PlantUML skin
|2018-08-24|bcouetil|Icones added for download + favicon added for webpage
|2018-08-23|bcouetil|Initial commit
