|2018-09-15|bcouetil|- Sample asciidoctor maven project -- published on Github - Github & LinkedIn links - Sample project tree - images resizing positioning - new images
|2018-09-05|bcouetil|Minor changes
|2018-08-24|bcouetil|Icones added for download + favicon added for webpage
|2018-08-23|bcouetil|Initial commit
